Type,OrderDate,PaymentAmount,PaymentCurrency,TotalToPayAmount,TotalToPayCurrency,TotalPaidAmount,TotalPaidCurrency
order,2025-05-16T09:05:06.313Z,137.96,PLN,137.96,PLN,137.96,PLN
order,2025-05-16T07:04:23.300Z,53.46,PLN,53.46,PLN,53.46,PLN
order,2025-05-16T06:45:16.715Z,65.95,PLN,65.95,PLN,65.95,PLN
order,2025-05-15T22:10:48.254Z,97.49,PLN,97.49,PLN,97.49,PLN
order,2025-05-15T19:51:54.382Z,82.07,PLN,82.07,PLN,82.07,PLN
order,2025-05-15T16:55:13.653Z,48.08,PLN,48.08,PLN,48.08,PLN
order,2025-05-15T14:15:44.542Z,110.91,PLN,110.91,PLN,110.91,PLN
order,2025-05-15T12:42:44.748Z,51.05,PLN,51.05,PLN,51.05,PLN
order,2025-05-15T06:53:49.306Z,64.82,PLN,64.82,PLN,64.82,PLN
order,2025-05-14T20:25:35.602Z,73.92,PLN,73.92,PLN,73.92,PLN
order,2025-05-14T20:21:27.166Z,48.08,PLN,48.08,PLN,48.08,PLN
order,2025-05-14T19:28:37.208Z,72.12,PLN,72.12,PLN,72.12,PLN
order,2025-05-14T18:34:51.490Z,47.43,PLN,47.43,PLN,47.43,PLN
order,2025-05-14T17:48:37.699Z,52.69,PLN,52.69,PLN,52.69,PLN
order,2025-05-14T17:00:13.348Z,49.34,PLN,49.34,PLN,49.34,PLN
order,2025-05-14T15:30:17.639Z,88.88,PLN,88.88,PLN,88.88,PLN
order,2025-05-14T11:23:39.033Z,48.08,PLN,48.08,PLN,48.08,PLN
order,2025-05-14T08:57:28.874Z,49.38,PLN,49.38,PLN,49.38,PLN
order,2025-05-14T08:31:05.307Z,113.82,PLN,113.82,PLN,113.82,PLN
order,2025-05-14T07:57:27.547Z,53.99,PLN,53.99,PLN,53.99,PLN
order,2025-05-14T06:39:57.187Z,112.12,PLN,112.12,PLN,112.12,PLN
order,2025-05-13T22:45:25.456Z,120.70,PLN,120.70,PLN,120.70,PLN
order,2025-05-13T21:27:01.898Z,48.28,PLN,48.28,PLN,48.28,PLN
order,2025-05-13T18:58:00.524Z,53.69,PLN,53.69,PLN,53.69,PLN
order,2025-05-13T14:41:08.811Z,56.00,PLN,56.00,PLN,56.00,PLN
order,2025-05-13T09:28:12.513Z,47.97,PLN,47.97,PLN,47.97,PLN
order,2025-05-13T06:57:27.264Z,83.69,PLN,83.69,PLN,83.69,PLN
order,2025-05-13T06:16:06.776Z,55.99,PLN,55.99,PLN,55.99,PLN
order,2025-05-12T16:45:46.058Z,185.09,PLN,185.09,PLN,185.09,PLN
order,2025-05-12T16:09:53.082Z,126.15,PLN,126.15,PLN,126.15,PLN
order,2025-05-12T15:20:05.392Z,62.08,PLN,62.08,PLN,62.08,PLN
order,2025-05-12T15:09:22.205Z,51.47,PLN,51.47,PLN,51.47,PLN
order,2025-05-12T09:13:56.441Z,46.76,PLN,46.76,PLN,46.76,PLN
order,2025-05-12T07:49:37.489Z,107.22,PLN,107.22,PLN,107.22,PLN
order,2025-05-12T04:53:59.749Z,56.00,PLN,56.00,PLN,56.00,PLN
order,2025-05-11T22:26:51.484Z,50.66,PLN,50.66,PLN,50.66,PLN
order,2025-05-11T20:29:28.676Z,71.47,PLN,71.47,PLN,71.47,PLN
order,2025-05-11T20:03:19.876Z,56.00,PLN,56.00,PLN,56.00,PLN
order,2025-05-10T17:37:27.544Z,47.01,PLN,47.01,PLN,47.01,PLN
order,2025-05-10T16:54:51.369Z,72.93,PLN,72.93,PLN,72.93,PLN
order,2025-05-10T14:59:10.752Z,46.17,PLN,46.17,PLN,46.17,PLN
order,2025-05-10T12:40:51.861Z,53.59,PLN,53.59,PLN,53.59,PLN
order,2025-05-09T20:33:30.596Z,46.38,PLN,46.38,PLN,46.38,PLN
order,2025-05-09T07:43:24.140Z,49.98,PLN,49.98,PLN,49.98,PLN
order,2025-05-08T19:14:51.511Z,64.49,PLN,64.49,PLN,64.49,PLN
order,2025-05-08T10:18:35.711Z,69.89,PLN,69.89,PLN,69.89,PLN
order,2025-05-08T07:17:50.045Z,47.01,PLN,47.01,PLN,47.01,PLN
order,2025-05-08T06:55:32.882Z,50.74,PLN,50.74,PLN,50.74,PLN
order,2025-05-08T05:59:16.996Z,61.64,PLN,61.64,PLN,61.64,PLN
order,2025-05-07T17:49:51.557Z,123.57,PLN,123.57,PLN,123.57,PLN
order,2025-05-06T21:37:35.581Z,86.74,PLN,86.74,PLN,86.74,PLN
order,2025-05-06T17:11:26.766Z,67.96,PLN,67.96,PLN,50.97,PLN
order,2025-05-06T05:55:23.534Z,51.98,PLN,51.98,PLN,51.98,PLN
order,2025-05-06T05:55:23.092Z,71.22,PLN,71.22,PLN,71.22,PLN
order,2025-05-05T20:54:55.687Z,189.51,PLN,189.51,PLN,189.51,PLN
order,2025-05-05T09:23:45.419Z,57.77,PLN,57.77,PLN,33.78,PLN
order,2025-05-04T12:43:40.275Z,46.98,PLN,46.98,PLN,46.98,PLN
order,2025-05-04T09:45:01.891Z,217.23,PLN,217.23,PLN,217.23,PLN
order,2025-05-03T14:10:22.956Z,54.48,PLN,54.48,PLN,54.48,PLN
order,2025-05-02T10:48:03.266Z,61.04,PLN,61.04,PLN,61.04,PLN

Type,LineItemId,OfferId,Name,Quantity,Price,Currency,Deposit,DepositCurrency
lineItem,c3cfa961-3234-11f0-902a-0717c9685de0,16081660088,"Equilibra Aloesowe mleczko w sprayu po opalaniu 150ml Equilibra",3,29.99,PLN,,
lineItem,c3cfa960-3234-11f0-902a-0717c9685de0,16081319443,"Mleczko do opalania do całego ciała 30 SPF 150 ml Equilibra",1,47.99,PLN,,
lineItem,edef1c01-3223-11f0-8b3e-7fdab49f0433,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",2,14.00,PLN,,
lineItem,edef1c00-3223-11f0-8b3e-7fdab49f0433,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",2,12.73,PLN,,
lineItem,6b56fa93-3220-11f0-8643-5739d4d135a8,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,16.50,PLN,,
lineItem,6b56fa92-3220-11f0-8643-5739d4d135a8,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,11.05,PLN,,
lineItem,6b56fa91-3220-11f0-8643-5739d4d135a8,15574823728,"Aloesowy żel do kąpieli 400 ml Equilibra",1,18.69,PLN,,
lineItem,6b56fa90-3220-11f0-8643-5739d4d135a8,15574362473,"Arganowy żel do kąpieli 400 ml",1,19.71,PLN,,
lineItem,8c13a505-31d8-11f0-acaa-23ad32754240,15574823728,"Aloesowy żel do kąpieli 400 ml Equilibra",1,18.69,PLN,,
lineItem,8c13a506-31d8-11f0-acaa-23ad32754240,15574362473,"Arganowy żel do kąpieli 400 ml",1,19.71,PLN,,
lineItem,8c13a504-31d8-11f0-acaa-23ad32754240,16968904906,"Equilibra szampon oczyszczający z AKTYWNYM WĘGLEM 265ml",1,15.90,PLN,,
lineItem,8c13a507-31d8-11f0-acaa-23ad32754240,16084122610,"Extra aloesowy dermo żel Multi Active Aloe3+ Equilibra 150ml",1,26.99,PLN,,
lineItem,8c13a508-31d8-11f0-acaa-23ad32754240,15574823991,"Pasta do zębów wybielająca – żel aloesowy 75 ml",1,16.20,PLN,,
lineItem,0035d920-31c6-11f0-ac80-ef69ad6cefb7,15693580112,"ALOESOWE przeciwstarzeniowe serum z kwasem hialuronowym Equilibra 30ml",1,46.39,PLN,,
lineItem,0035d921-31c6-11f0-ac80-ef69ad6cefb7,15574823728,"Aloesowy żel do kąpieli 400 ml Equilibra",1,18.69,PLN,,
lineItem,0035d922-31c6-11f0-ac80-ef69ad6cefb7,15736809904,"Krem do opalania 20 SPF 75 ml Equilibra",1,16.99,PLN,,
lineItem,2fac7561-31ad-11f0-8a47-b3f14f67a04a,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",2,13.00,PLN,,
lineItem,2fac7560-31ad-11f0-8a47-b3f14f67a04a,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",2,11.04,PLN,,
lineItem,00ec8a54-3197-11f0-af5d-db5656f39abf,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,16.50,PLN,,
lineItem,00ec8a53-3197-11f0-af5d-db5656f39abf,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,11.05,PLN,,
lineItem,00ec8a55-3197-11f0-af5d-db5656f39abf,16083109785,"Arganowy peeling do twarzy złuszczający Equilibra 75 ml",1,15.99,PLN,,
lineItem,00ec8a52-3197-11f0-af5d-db5656f39abf,17388976805,"Equilibra Aloe Maska z kwasem hialuronowym 450ml",1,41.39,PLN,,
lineItem,00ec8a51-3197-11f0-af5d-db5656f39abf,15574925173,"Mydło nagietkowe 100g Equilibra",1,12.99,PLN,,
lineItem,00ec8a50-3197-11f0-af5d-db5656f39abf,15574925203,"Mydło różane z kwasem hialuronowym 100g Equilibra",1,12.99,PLN,,
lineItem,0e6a22d5-318a-11f0-bbd1-0dc728f27221,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",2,13.00,PLN,,
lineItem,0e6a22d4-318a-11f0-bbd1-0dc728f27221,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,11.05,PLN,,
lineItem,0e6a22d3-318a-11f0-bbd1-0dc728f27221,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",1,14.00,PLN,,
lineItem,2de2e422-3159-11f0-ae93-75861d46d037,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,13.00,PLN,,
lineItem,2de2e421-3159-11f0-ae93-75861d46d037,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,11.04,PLN,,
lineItem,2de2e420-3159-11f0-ae93-75861d46d037,17215229512,"Odżywka do włosów RESTRUKTURYZUJĄCA Equilibra Tricologica 200 ml",2,20.39,PLN,,
lineItem,92bd6763-3101-11f0-9dc9-e51e8d3d225f,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,13.00,PLN,,
lineItem,92bd6762-3101-11f0-9dc9-e51e8d3d225f,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,11.04,PLN,,
lineItem,92bd6761-3101-11f0-9dc9-e51e8d3d225f,15694160050,"Dezodorant różany w sztyfcie z kwasem hialuronowym 50ml Equilibra",1,24.29,PLN,,
