Type,OrderDate,PaymentAmount,PaymentCurrency,TotalToPayAmount,TotalToPayCurrency,TotalPaidAmount,TotalPaidCurrency
order,2025-06-07T08:30:19.204Z,70.50,PLN,70.50,PLN,70.50,PLN
order,2025-06-06T17:45:41.491Z,70.00,PLN,70.00,PLN,70.00,PLN
order,2025-06-06T12:24:08.862Z,50.48,PLN,50.48,PLN,50.48,PLN
order,2025-06-06T11:37:05.388Z,76.19,PLN,76.19,PLN,76.19,PLN
order,2025-06-06T10:33:25.980Z,78.94,PLN,78.94,PLN,78.94,PLN
order,2025-06-06T09:57:42.187Z,64.22,PLN,64.22,PLN,64.22,PLN
order,2025-06-06T07:28:11.051Z,88.19,PLN,88.19,PLN,88.19,PLN
order,2025-06-06T06:58:52.192Z,110.70,PLN,110.70,PLN,110.70,PLN
order,2025-06-06T04:05:07.606Z,59.12,PLN,59.12,PLN,59.12,PLN
order,2025-06-05T20:44:30.691Z,76.38,PLN,76.38,PLN,76.38,PLN
order,2025-06-05T19:47:14.218Z,54.80,PLN,54.80,PLN,54.80,PLN
order,2025-06-05T19:35:17.698Z,85.16,PLN,85.16,PLN,85.16,PLN
order,2025-06-05T16:04:44.322Z,79.43,PLN,79.43,PLN,79.43,PLN
order,2025-06-05T15:55:37.853Z,66.58,PLN,66.58,PLN,66.58,PLN
order,2025-06-05T11:57:52.127Z,54.81,PLN,54.81,PLN,54.81,PLN
order,2025-06-05T11:55:52.789Z,49.22,PLN,49.22,PLN,49.22,PLN
order,2025-06-05T09:28:08.117Z,171.20,PLN,171.20,PLN,171.20,PLN
order,2025-06-05T08:44:12.611Z,23.84,PLN,23.84,PLN,23.84,PLN
order,2025-06-05T07:50:07.147Z,94.00,PLN,94.00,PLN,94.00,PLN
order,2025-06-05T05:48:03.191Z,59.32,PLN,59.32,PLN,59.32,PLN
order,2025-06-04T20:45:41.429Z,158.58,PLN,158.58,PLN,158.58,PLN
order,2025-06-04T20:21:52.312Z,55.22,PLN,55.22,PLN,55.22,PLN
order,2025-06-04T15:13:47.646Z,53.98,PLN,53.98,PLN,53.98,PLN
order,2025-06-04T14:41:09.767Z,66.56,PLN,66.56,PLN,66.56,PLN
order,2025-06-04T14:37:52.701Z,95.92,PLN,95.92,PLN,95.92,PLN
order,2025-06-04T11:50:43.684Z,46.34,PLN,46.34,PLN,46.34,PLN
order,2025-06-04T10:35:32.636Z,69.66,PLN,69.66,PLN,69.66,PLN
order,2025-06-04T08:55:22.340Z,66.74,PLN,66.74,PLN,66.74,PLN
order,2025-06-04T07:47:35.374Z,49.09,PLN,49.09,PLN,49.09,PLN
order,2025-06-04T07:03:04.847Z,45.38,PLN,45.38,PLN,45.38,PLN
order,2025-06-04T04:27:17.321Z,52.68,PLN,52.68,PLN,52.68,PLN
order,2025-06-03T20:44:31.389Z,46.40,PLN,46.40,PLN,46.40,PLN
order,2025-06-03T19:50:13.978Z,53.34,PLN,53.34,PLN,53.34,PLN
order,2025-06-03T19:02:07.667Z,222.35,PLN,222.35,PLN,222.35,PLN
order,2025-06-03T17:45:29.432Z,51.36,PLN,51.36,PLN,51.36,PLN
order,2025-06-03T15:56:20.197Z,70.57,PLN,70.57,PLN,70.57,PLN
order,2025-06-03T14:13:39.263Z,237.84,PLN,237.84,PLN,237.84,PLN
order,2025-06-03T13:54:00.378Z,37.19,PLN,37.19,PLN,37.19,PLN
order,2025-06-03T12:11:42.406Z,55.42,PLN,55.42,PLN,55.42,PLN
order,2025-06-03T11:32:36.549Z,56.00,PLN,56.00,PLN,56.00,PLN
order,2025-06-03T11:17:21.025Z,47.85,PLN,47.85,PLN,47.85,PLN
order,2025-06-03T10:30:58.109Z,58.99,PLN,58.99,PLN,58.99,PLN
order,2025-06-02T21:13:49.441Z,123.71,PLN,123.71,PLN,123.71,PLN
order,2025-06-02T19:53:16.025Z,58.73,PLN,58.73,PLN,58.73,PLN
order,2025-06-02T18:25:47.396Z,47.69,PLN,47.69,PLN,47.69,PLN
order,2025-06-02T17:55:07.450Z,39.49,PLN,39.49,PLN,39.49,PLN
order,2025-06-02T15:57:37.332Z,57.95,PLN,57.95,PLN,57.95,PLN
order,2025-06-02T15:06:20.099Z,53.08,PLN,53.08,PLN,53.08,PLN
order,2025-06-02T12:24:14.144Z,80.05,PLN,80.05,PLN,80.05,PLN
order,2025-06-02T12:22:59.108Z,49.69,PLN,49.69,PLN,49.69,PLN
order,2025-06-02T11:27:47.867Z,52.99,PLN,52.99,PLN,52.99,PLN
order,2025-06-02T08:51:03.130Z,56.22,PLN,56.22,PLN,56.22,PLN
order,2025-06-02T08:12:36.875Z,46.15,PLN,46.15,PLN,46.15,PLN
order,2025-06-02T07:58:58.966Z,51.99,PLN,51.99,PLN,51.99,PLN
order,2025-06-02T06:56:56.858Z,47.31,PLN,47.31,PLN,47.31,PLN
order,2025-06-02T06:26:28.454Z,49.99,PLN,49.99,PLN,49.99,PLN
order,2025-06-02T05:04:09.847Z,59.49,PLN,59.49,PLN,59.49,PLN
order,2025-06-01T23:25:59.458Z,69.27,PLN,69.27,PLN,69.27,PLN
order,2025-06-01T20:30:57.014Z,116.74,PLN,116.74,PLN,116.74,PLN
order,2025-06-01T20:21:58.250Z,51.14,PLN,51.14,PLN,51.14,PLN

Type,LineItemId,OfferId,Name,Quantity,Price,Currency,Deposit,DepositCurrency
lineItem,8ead47f0-4379-11f0-bdcd-7b5d7b1892f2,17532673280,"Equilibra Kolagen Plus Suplement diety 10 saszetek, do picia",1,29.99,PLN,,
lineItem,8ead47f1-4379-11f0-bdcd-7b5d7b1892f2,15574823809,"Naprawczy szampon RESTRUKTURYZUJĄCY 300 ml Equilibra",1,17.12,PLN,,
lineItem,8ead47f2-4379-11f0-bdcd-7b5d7b1892f2,15574362921,"Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",1,23.39,PLN,,
lineItem,f78e69b0-42fd-11f0-8970-cd102e83492a,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",5,14.00,PLN,,
lineItem,db1a2583-42d0-11f0-834e-93422b28dd93,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",2,16.99,PLN,,
lineItem,db1a2584-42d0-11f0-834e-93422b28dd93,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,16.50,PLN,,
lineItem,817c0120-42ca-11f0-8fdc-077300acf4bd,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,17.00,PLN,,
lineItem,817c0122-42ca-11f0-8fdc-077300acf4bd,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",2,12.85,PLN,,
lineItem,817c0121-42ca-11f0-8fdc-077300acf4bd,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,16.99,PLN,,
lineItem,817c0123-42ca-11f0-8fdc-077300acf4bd,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,16.50,PLN,,
lineItem,97497363-42c1-11f0-a1a4-f1b7e30710d4,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",1,14.00,PLN,,
lineItem,97497365-42c1-11f0-a1a4-f1b7e30710d4,15574362921,"Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",1,23.39,PLN,,
lineItem,97497362-42c1-11f0-a1a4-f1b7e30710d4,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,12.85,PLN,,
lineItem,97497361-42c1-11f0-a1a4-f1b7e30710d4,17388925570,"Szampon przeciwłupieżowy 300ml Equilibra",1,28.70,PLN,,
lineItem,a582e831-42bc-11f0-8f23-05951fc0bd84,17434586372,"Equilibra Aloe krem przeciwsłoneczny SPF50 75 ml",1,27.99,PLN,,
lineItem,a582e832-42bc-11f0-8f23-05951fc0bd84,15574925122,"Mydło aloesowe 100 g Equilibra 100% roślinne.",2,11.69,PLN,,
lineItem,a582e830-42bc-11f0-8f23-05951fc0bd84,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,12.85,PLN,,
lineItem,baabac70-42a7-11f0-aa05-dd969eb637d1,16081821273,"Krem przeciwzmarszczkowy przeciwsłoneczny do twarzy 50 SPF 75 ml Equilibra",1,23.98,PLN,,
lineItem,baabac71-42a7-11f0-aa05-dd969eb637d1,15574823809,"Naprawczy szampon RESTRUKTURYZUJĄCY 300 ml Equilibra",3,17.12,PLN,,
lineItem,baabac72-42a7-11f0-aa05-dd969eb637d1,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",1,12.85,PLN,,
lineItem,92a8218b-42a3-11f0-adb0-c19635257bd8,15574362921,"Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",1,23.39,PLN,,
lineItem,92a8218a-42a3-11f0-adb0-c19635257bd8,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,16.50,PLN,,
lineItem,92a82189-42a3-11f0-adb0-c19635257bd8,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,14.02,PLN,,
lineItem,92a82187-42a3-11f0-adb0-c19635257bd8,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",1,14.00,PLN,,
lineItem,92a82185-42a3-11f0-adb0-c19635257bd8,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",2,12.85,PLN,,
lineItem,92a82186-42a3-11f0-adb0-c19635257bd8,15574824015,"Pasta Sensitive do wrażliwych zębów i dziąseł - żel aloesowy 75 ml",1,17.09,PLN,,
lineItem,46add491-428b-11f0-9e1c-513352696b36,15693580112,"ALOESOWE przeciwstarzeniowe serum z kwasem hialuronowym Equilibra 30ml",1,46.39,PLN,,
lineItem,46add490-428b-11f0-9e1c-513352696b36,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",1,12.73,PLN,,
lineItem,cd49db91-424d-11f0-a809-9d73a6eb140a,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",6,12.73,PLN,,
lineItem,5e68c825-4244-11f0-a108-93cb74019547,16101067082,"Equilibra Ochronny olejek do włosów 100 ml spray",2,14.55,PLN,,
lineItem,5e68c826-4244-11f0-a108-93cb74019547,15613556647,"Nawilżający szampon ALOES i kwas hialuronowy 265 ml Equilibra",2,12.85,PLN,,
lineItem,be5244b0-4243-11f0-bef1-195fc99984c2,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",2,16.99,PLN,,
