Type,OrderDate,PaymentAmount,PaymentCurrency,TotalToPayAmount,TotalToPayCurrency,TotalPaidAmount,TotalPaidCurrency
order,2026-01-25T23:36:18.585Z,63.53,PLN,63.53,PLN,63.53,PLN
order,2026-01-25T18:10:24.333Z,58.39,PLN,58.39,PLN,58.39,PLN
order,2026-01-25T09:01:16.515Z,62.97,PLN,62.97,PLN,62.97,PLN
order,2026-01-23T08:46:07.071Z,72.78,PLN,72.78,PLN,72.78,PLN
order,2026-01-22T11:54:50.597Z,47.05,PLN,47.05,PLN,47.05,PLN
order,2026-01-22T10:19:11.611Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2026-01-22T08:05:35.391Z,159.84,PLN,159.84,PLN,159.84,PLN
order,2026-01-21T15:35:12.917Z,106.05,PLN,106.05,PLN,106.05,PLN
order,2026-01-20T15:45:01.421Z,49.00,PLN,49.00,PLN,49.00,PLN
order,2026-01-19T21:55:15.912Z,89.97,PLN,89.97,PLN,89.97,PLN
order,2026-01-19T21:14:44.845Z,108.58,PLN,108.58,PLN,108.58,PLN
order,2026-01-19T20:37:13.197Z,149.93,PLN,149.93,PLN,149.93,PLN
order,2026-01-19T20:29:57.724Z,86.22,PLN,86.22,PLN,86.22,PLN
order,2026-01-19T18:03:33.164Z,45.15,PLN,45.15,PLN,45.15,PLN
order,2026-01-19T14:32:13.997Z,45.77,PLN,45.77,PLN,45.77,PLN
order,2026-01-19T07:18:52.210Z,87.16,PLN,87.16,PLN,87.16,PLN
order,2026-01-18T21:44:54.908Z,46.02,PLN,46.02,PLN,46.02,PLN
order,2026-01-18T20:28:08.728Z,62.37,PLN,62.37,PLN,62.37,PLN
order,2026-01-18T12:06:12.244Z,67.55,PLN,67.55,PLN,67.55,PLN
order,2026-01-17T23:04:15.609Z,49.56,PLN,49.56,PLN,49.56,PLN
order,2026-01-17T11:56:39.060Z,53.97,PLN,53.97,PLN,53.97,PLN
order,2026-01-17T10:01:48.966Z,119.64,PLN,119.64,PLN,119.64,PLN
order,2026-01-17T08:19:47.317Z,81.64,PLN,81.64,PLN,81.64,PLN
order,2026-01-16T10:06:49.208Z,62.98,PLN,62.98,PLN,62.98,PLN
order,2026-01-15T19:54:26.969Z,50.64,PLN,50.64,PLN,50.64,PLN
order,2026-01-15T08:11:40.069Z,65.93,PLN,65.93,PLN,65.93,PLN
order,2026-01-14T09:25:11.311Z,104.78,PLN,104.78,PLN,104.78,PLN
order,2026-01-14T09:06:11.642Z,56.56,PLN,56.56,PLN,56.56,PLN
order,2026-01-14T01:14:51.327Z,57.17,PLN,57.17,PLN,57.17,PLN
order,2026-01-13T21:28:49.258Z,94.40,PLN,94.40,PLN,94.40,PLN
order,2026-01-13T19:39:26.753Z,53.97,PLN,53.97,PLN,53.97,PLN
order,2026-01-12T23:34:15.235Z,153.05,PLN,153.05,PLN,153.05,PLN
order,2026-01-12T22:08:09.966Z,49.83,PLN,49.83,PLN,49.83,PLN
order,2026-01-12T12:10:14.912Z,23.94,PLN,23.94,PLN,23.94,PLN
order,2026-01-12T09:24:42.089Z,49.37,PLN,49.37,PLN,49.37,PLN
order,2026-01-11T21:49:09.568Z,52.58,PLN,52.58,PLN,52.58,PLN
order,2026-01-11T21:05:20.611Z,100.55,PLN,100.55,PLN,100.55,PLN
order,2026-01-11T17:41:05.846Z,51.16,PLN,51.16,PLN,51.16,PLN
order,2026-01-11T15:11:39.838Z,52.67,PLN,52.67,PLN,52.67,PLN
order,2026-01-11T13:11:40.980Z,48.99,PLN,48.99,PLN,48.99,PLN
order,2026-01-11T09:51:39.672Z,57.60,PLN,57.60,PLN,57.60,PLN
order,2026-01-11T09:33:03.781Z,46.47,PLN,46.47,PLN,46.47,PLN
order,2026-01-10T22:18:37.698Z,70.57,PLN,70.57,PLN,70.57,PLN
order,2026-01-10T22:10:02.034Z,153.33,PLN,153.33,PLN,153.33,PLN
order,2026-01-10T21:04:03.010Z,133.37,PLN,133.37,PLN,133.37,PLN
order,2026-01-10T16:33:52.888Z,68.24,PLN,68.24,PLN,68.24,PLN
order,2026-01-10T11:30:24.193Z,78.68,PLN,78.68,PLN,78.68,PLN
order,2026-01-10T10:39:00.415Z,115.24,PLN,115.24,PLN,115.24,PLN
order,2026-01-10T09:55:43.747Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2026-01-10T08:39:46.979Z,88.56,PLN,88.56,PLN,88.56,PLN
order,2026-01-10T08:23:23.043Z,51.38,PLN,51.38,PLN,51.38,PLN
order,2026-01-09T17:30:09.249Z,55.77,PLN,55.77,PLN,55.77,PLN
order,2026-01-09T16:45:10.762Z,49.56,PLN,49.56,PLN,49.56,PLN
order,2026-01-09T15:02:28.925Z,48.78,PLN,48.78,PLN,48.78,PLN
order,2026-01-09T13:04:44.463Z,45.60,PLN,45.60,PLN,45.60,PLN
order,2026-01-09T12:29:17.703Z,49.37,PLN,49.37,PLN,49.37,PLN
order,2026-01-09T10:36:19.999Z,75.51,PLN,75.51,PLN,75.51,PLN
order,2026-01-09T10:06:06.577Z,47.38,PLN,47.38,PLN,47.38,PLN
order,2026-01-09T09:59:48.427Z,61.76,PLN,61.76,PLN,61.76,PLN
order,2026-01-08T21:26:33.590Z,190.34,PLN,190.34,PLN,190.34,PLN

Type,LineItemId,OfferId,Name,Quantity,Price,Currency,Deposit,DepositCurrency
lineItem,3e2b5f91-fa46-11f0-98cc-dd8b3020ae67,15574925269,"Arganowe mydło 100% roślinne 100g Equilibra",1,11.69,PLN,,
lineItem,3e2b5f94-fa46-11f0-98cc-dd8b3020ae67,16084077562,"Baby łagodny krem ochronny do twarzy i ciała 100 ml Equilibra od 1 dnia",2,11.98,PLN,,
lineItem,3e2b5f93-fa46-11f0-98cc-dd8b3020ae67,17389017193,"Equilibra pasta do zębów z aktywnym węglem 75ml",1,16.19,PLN,,
lineItem,3e2b5f92-fa46-11f0-98cc-dd8b3020ae67,15574925358,"Mydło oczyszczające 100% roślinne z aktywny węglem 100 g",1,11.69,PLN,,
lineItem,06cc63f0-fa19-11f0-945f-8bd0230ce197,15693580112,"ALOESOWE przeciwstarzeniowe serum z kwasem hialuronowym Equilibra 30ml",1,46.39,PLN,,
lineItem,06cc63f1-fa19-11f0-945f-8bd0230ce197,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",1,12.00,PLN,,
lineItem,5fc0a270-f9cc-11f0-945f-8bd0230ce197,15574823809,"Naprawczy szampon RESTRUKTURYZUJĄCY 300 ml Equilibra",3,20.99,PLN,,
lineItem,e48b27a1-f837-11f0-8d37-e74f28d155f1,15574362870,"Aloesowy dezodorant w kulce z kwasem hialuronowym 50 ml Equilibra",1,18.39,PLN,,
lineItem,e48b27a2-f837-11f0-8d37-e74f28d155f1,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",3,12.00,PLN,,
lineItem,e48b27a0-f837-11f0-8d37-e74f28d155f1,15694232972,"Dezodorant różany w kulce z kwasem hialuronowym",1,18.39,PLN,,
lineItem,232828aa-f789-11f0-a2a4-3d2fa444247b,16084077562,"Baby łagodny krem ochronny do twarzy i ciała 100 ml Equilibra od 1 dnia",1,11.98,PLN,,
lineItem,232828ab-f789-11f0-a2a4-3d2fa444247b,15574925122,"Mydło aloesowe 100 g Equilibra 100% roślinne.",1,11.69,PLN,,
lineItem,232828ac-f789-11f0-a2a4-3d2fa444247b,15574925358,"Mydło oczyszczające 100% roślinne z aktywny węglem 100 g",2,11.69,PLN,,
lineItem,9e16ae50-f77b-11f0-aa43-eb99b52c40c9,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",4,12.00,PLN,,
lineItem,044d7fe1-f769-11f0-8c88-55db1175238a,17391096073,"Aloesowy balsam do ust w sztyfcie 5,5 ml",1,13.49,PLN,,
lineItem,044d7fe6-f769-11f0-8c88-55db1175238a,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,17.00,PLN,,
lineItem,044d7fe5-f769-11f0-8c88-55db1175238a,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",1,12.00,PLN,,
lineItem,044d7fe3-f769-11f0-8c88-55db1175238a,15574362705,"Arganowy balsam do ust 5,5 ml",1,14.39,PLN,,
lineItem,044d7fe7-f769-11f0-8c88-55db1175238a,15574362500,"Arganowy nawilżający krem do twarzy 75 ml Equilibra",1,18.99,PLN,,
lineItem,044d7fe4-f769-11f0-8c88-55db1175238a,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",1,17.99,PLN,,
lineItem,044d7fe2-f769-11f0-8c88-55db1175238a,17389102044,"Equilibra Odżywczy Krem do rąk z masłem Shea",1,17.99,PLN,,
lineItem,044d7fe0-f769-11f0-8c88-55db1175238a,16804364795,"Krem przeciwstarzeniowy do twarzy 50ml Equilibra Vitaminica",1,47.99,PLN,,
lineItem,b0bf8741-f6de-11f0-8c88-55db1175238a,15574823991,"Pasta do zębów wybielająca – żel aloesowy 75 ml",4,16.20,PLN,,
lineItem,b0bf8740-f6de-11f0-8c88-55db1175238a,15574823991,"Pasta do zębów wybielająca – żel aloesowy 75 ml",3,13.75,PLN,,
lineItem,d88a6fb0-f616-11f0-be8d-9b6767c44757,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",3,12.00,PLN,,
lineItem,d88a6fb1-f616-11f0-be8d-9b6767c44757,15574925393,"Odświeżająca czysta woda różana 200ml",1,13.00,PLN,,
lineItem,7e32f362-f581-11f0-a356-6ba350dd7a65,15693659903,"Aloesowy krem przeciwzmarszczkowy efekt wypełnienia Aloe 3+ 50ml Equilibra",1,53.99,PLN,,
lineItem,7e32f360-f581-11f0-a356-6ba350dd7a65,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",1,17.99,PLN,,
lineItem,7e32f361-f581-11f0-a356-6ba350dd7a65,17215229512,"Odżywka do włosów RESTRUKTURYZUJĄCA Equilibra Tricologica 200 ml",1,17.99,PLN,,
lineItem,d1e120a0-f57b-11f0-8512-0f401a1d27f6,15693580112,"ALOESOWE przeciwstarzeniowe serum z kwasem hialuronowym Equilibra 30ml",1,46.39,PLN,,
lineItem,d1e120a1-f57b-11f0-8512-0f401a1d27f6,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,17.00,PLN,,
lineItem,d1e120a3-f57b-11f0-8512-0f401a1d27f6,15574362230,"Aloesowy oczyszczający żel micelarny ALOE 3+ 200 ml Equilibra",1,22.39,PLN,,
