Type,OrderDate,PaymentAmount,PaymentCurrency,TotalToPayAmount,TotalToPayCurrency,TotalPaidAmount,TotalPaidCurrency
order,2025-08-10T19:21:33.915Z,48.88,PLN,48.88,PLN,48.88,PLN
order,2025-08-10T19:20:49.027Z,56.55,PLN,56.55,PLN,56.55,PLN
order,2025-08-10T15:34:04.475Z,59.04,PLN,59.04,PLN,59.04,PLN
order,2025-08-10T08:03:16.717Z,111.06,PLN,111.06,PLN,111.06,PLN
order,2025-08-10T07:12:53.185Z,122.03,PLN,122.03,PLN,122.03,PLN
order,2025-08-08T09:39:21.732Z,23.33,PLN,23.33,PLN,23.33,PLN
order,2025-08-07T20:51:15.307Z,36.37,PLN,36.37,PLN,36.37,PLN
order,2025-08-07T19:46:19.569Z,23.68,PLN,23.68,PLN,23.68,PLN
order,2025-08-06T20:00:17.494Z,49.36,PLN,49.36,PLN,49.36,PLN
order,2025-08-06T19:47:58.456Z,53.20,PLN,53.20,PLN,53.20,PLN
order,2025-08-06T18:56:27.044Z,53.20,PLN,53.20,PLN,53.20,PLN
order,2025-08-06T18:00:18.904Z,52.24,PLN,52.24,PLN,52.24,PLN
order,2025-08-06T16:26:47.883Z,58.94,PLN,58.94,PLN,58.94,PLN
order,2025-08-06T09:54:55.454Z,37.59,PLN,37.59,PLN,37.59,PLN
order,2025-08-06T06:47:55.893Z,50.43,PLN,50.43,PLN,50.43,PLN
order,2025-08-06T06:46:50.223Z,75.78,PLN,75.78,PLN,39.90,PLN
order,2025-08-06T06:44:16.093Z,24.79,PLN,24.79,PLN,24.79,PLN
order,2025-08-06T05:47:15.351Z,57.58,PLN,57.58,PLN,57.58,PLN
order,2025-08-05T20:36:10.536Z,63.38,PLN,63.38,PLN,63.38,PLN
order,2025-08-05T20:28:01.601Z,101.52,PLN,101.52,PLN,101.52,PLN
order,2025-08-05T19:33:50.360Z,53.20,PLN,53.20,PLN,53.20,PLN
order,2025-08-05T18:42:07.579Z,83.84,PLN,83.84,PLN,83.84,PLN
order,2025-08-05T12:10:05.959Z,49.36,PLN,49.36,PLN,49.36,PLN
order,2025-08-05T09:05:36.307Z,192.00,PLN,192.00,PLN,192.00,PLN
order,2025-08-05T09:02:11.657Z,166.33,PLN,166.33,PLN,166.33,PLN
order,2025-08-05T07:55:00.887Z,45.18,PLN,45.18,PLN,45.18,PLN
order,2025-08-05T06:07:18.055Z,66.34,PLN,66.34,PLN,66.34,PLN
order,2025-08-04T19:19:13.732Z,54.37,PLN,54.37,PLN,54.37,PLN
order,2025-08-04T14:50:28.894Z,49.56,PLN,49.56,PLN,49.56,PLN
order,2025-08-04T12:20:36.970Z,52.54,PLN,52.54,PLN,52.54,PLN
order,2025-08-04T11:58:58.815Z,53.20,PLN,53.20,PLN,53.20,PLN
order,2025-08-04T11:24:24.998Z,56.72,PLN,56.72,PLN,56.72,PLN
order,2025-08-04T09:53:34.828Z,53.20,PLN,53.20,PLN,53.20,PLN
order,2025-08-04T09:46:39.337Z,211.51,PLN,211.51,PLN,211.51,PLN
order,2025-08-04T09:11:21.552Z,53.20,PLN,53.20,PLN,53.20,PLN
order,2025-08-03T23:45:37.792Z,53.20,PLN,53.20,PLN,53.20,PLN
order,2025-08-03T19:49:31.290Z,76.41,PLN,76.41,PLN,76.41,PLN
order,2025-08-03T15:58:25.904Z,27.99,PLN,27.99,PLN,27.99,PLN
order,2025-08-03T13:29:04.410Z,56.00,PLN,56.00,PLN,56.00,PLN
order,2025-08-03T13:21:25.701Z,56.00,PLN,56.00,PLN,56.00,PLN
order,2025-08-03T12:33:22.974Z,68.48,PLN,68.48,PLN,68.48,PLN
order,2025-08-02T20:34:04.772Z,55.49,PLN,55.49,PLN,55.49,PLN
order,2025-08-02T10:46:16.971Z,65.75,PLN,65.75,PLN,65.75,PLN
order,2025-08-02T07:35:16.294Z,98.00,PLN,98.00,PLN,98.00,PLN
order,2025-08-01T19:32:06.055Z,54.49,PLN,54.49,PLN,54.49,PLN
order,2025-08-01T17:31:33.839Z,78.48,PLN,78.48,PLN,78.48,PLN
order,2025-08-01T13:52:14.710Z,54.99,PLN,54.99,PLN,54.99,PLN
order,2025-08-01T11:14:27.356Z,52.29,PLN,52.29,PLN,52.29,PLN
order,2025-08-01T08:22:58.255Z,60.39,PLN,60.39,PLN,60.39,PLN
order,2025-08-01T08:19:26.151Z,52.29,PLN,52.29,PLN,52.29,PLN
order,2025-07-31T20:19:56.640Z,66.27,PLN,66.27,PLN,66.27,PLN
order,2025-07-31T10:54:38.882Z,81.38,PLN,81.38,PLN,81.38,PLN
order,2025-07-31T09:52:44.843Z,56.00,PLN,56.00,PLN,56.00,PLN
order,2025-07-31T07:24:37.425Z,45.51,PLN,45.51,PLN,45.51,PLN
order,2025-07-31T04:40:45.344Z,51.60,PLN,51.60,PLN,51.60,PLN
order,2025-07-30T19:46:27.690Z,67.98,PLN,67.98,PLN,67.98,PLN
order,2025-07-30T18:53:30.074Z,48.57,PLN,48.57,PLN,48.57,PLN
order,2025-07-30T16:26:41.907Z,48.14,PLN,48.14,PLN,14.55,PLN
order,2025-07-30T14:57:12.717Z,49.87,PLN,49.87,PLN,49.87,PLN
order,2025-07-30T13:51:26.974Z,70.00,PLN,70.00,PLN,70.00,PLN

Type,LineItemId,OfferId,Name,Quantity,Price,Currency,Deposit,DepositCurrency
lineItem,3410b7e0-761f-11f0-bc23-378187c2567b,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,12.34,PLN,,
lineItem,3410b7e2-761f-11f0-bc23-378187c2567b,15574362500,"Arganowy nawilżający krem do twarzy 75 ml Equilibra",1,18.99,PLN,,
lineItem,3410b7e1-761f-11f0-bc23-378187c2567b,16081821273,"Krem przeciwzmarszczkowy przeciwsłoneczny do twarzy 50 SPF 75 ml Equilibra",1,17.55,PLN,,
lineItem,131ae9c1-761f-11f0-8e54-837cabe5dfa6,17388976805,"Equilibra Aloe Maska z kwasem hialuronowym 450ml",1,33.17,PLN,,
lineItem,131ae9c0-761f-11f0-8e54-837cabe5dfa6,15574925122,"Mydło aloesowe 100 g Equilibra 100% roślinne.",1,11.69,PLN,,
lineItem,131ae9c2-761f-11f0-8e54-837cabe5dfa6,15574925358,"Mydło oczyszczające 100% roślinne z aktywny węglem 100 g",1,11.69,PLN,,
lineItem,5efffb72-75ff-11f0-8ff1-f766e3fbb66a,15574362921,"Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",1,23.39,PLN,,
lineItem,5efffb71-75ff-11f0-8ff1-f766e3fbb66a,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,14.86,PLN,,
lineItem,5efffb70-75ff-11f0-8ff1-f766e3fbb66a,15574823922,"Odżywczy szampon ARGAN i Kwas Hialuronowy 265 ml Equilibra",1,20.79,PLN,,
lineItem,654819c3-75c0-11f0-9462-2bfd1d1a6313,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",2,17.49,PLN,,
lineItem,654819c2-75c0-11f0-9462-2bfd1d1a6313,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",2,14.85,PLN,,
lineItem,654819c0-75c0-11f0-9462-2bfd1d1a6313,15574823922,"Odżywczy szampon ARGAN i Kwas Hialuronowy 265 ml Equilibra",1,20.79,PLN,,
lineItem,654819c1-75c0-11f0-9462-2bfd1d1a6313,15574823784,"Wzmacniający szampon przeciw wypadaniu włosów 300 ml Equilibra",1,25.59,PLN,,
lineItem,4ed58123-75b9-11f0-b00a-9df3a2e1e5ae,17388976805,"Equilibra Aloe Maska z kwasem hialuronowym 450ml",1,33.17,PLN,,
lineItem,4ed58121-75b9-11f0-b00a-9df3a2e1e5ae,17290688385,"Equilibra RESTRUKTURYZUJĄCA MASKA do włosów 250ml",1,38.69,PLN,,
lineItem,4ed58120-75b9-11f0-b00a-9df3a2e1e5ae,15574925122,"Mydło aloesowe 100 g Equilibra 100% roślinne.",1,11.69,PLN,,
lineItem,4ed58122-75b9-11f0-b00a-9df3a2e1e5ae,15574823809,"Naprawczy szampon RESTRUKTURYZUJĄCY 300 ml Equilibra",1,20.99,PLN,,
lineItem,4ed58124-75b9-11f0-b00a-9df3a2e1e5ae,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,17.49,PLN,,
lineItem,71e8a590-743b-11f0-bfa3-a59ff03cc0da,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,12.34,PLN,,
lineItem,09b2a5e0-73d0-11f0-a0ba-19d3a6e2d58d,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",2,12.69,PLN,,
lineItem,1dfa1460-73c7-11f0-82c4-6143ba705e27,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",1,12.69,PLN,,
lineItem,dbda9e52-72ff-11f0-8e2b-b761d0b25a67,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",2,12.34,PLN,,
lineItem,dbda9e51-72ff-11f0-8e2b-b761d0b25a67,15574925122,"Mydło aloesowe 100 g Equilibra 100% roślinne.",1,11.69,PLN,,
lineItem,dbda9e50-72ff-11f0-8e2b-b761d0b25a67,15574925203,"Mydło różane z kwasem hialuronowym 100g Equilibra",1,12.99,PLN,,
lineItem,fd30ede0-72fd-11f0-8363-894d218be451,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",4,13.30,PLN,,
lineItem,ee1bb580-72f6-11f0-8b27-2d655f95db9d,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",4,13.30,PLN,,
lineItem,093761a1-72ef-11f0-906a-f31c81a52827,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",3,13.30,PLN,,
lineItem,093761a0-72ef-11f0-906a-f31c81a52827,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,12.34,PLN,,
lineItem,abdd71f2-72e1-11f0-af8f-850c8c93705a,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,17.49,PLN,,
lineItem,abdd71f1-72e1-11f0-af8f-850c8c93705a,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,14.85,PLN,,
lineItem,abdd71f0-72e1-11f0-af8f-850c8c93705a,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",2,13.30,PLN,,
